casts,popularity,imdb_avgRating
Michael Cochrane,0.6,4.5
Michael Colgan,0.6765,5.3
Michael Collins,0.6,8.0
Michael Colyar,0.732,4.9
Michael Consiglio,0.6,5.5
Michael Cook,0.847,5.699999999999999
Michael Cornacchia,1.78,4.7
Michael Cornelison,0.6,5.4
Michael Cortez,0.6,5.7
Michael Countryman,0.828,4.9
Michael Covert,1.38,5.9
Michael Cowan,0.6,6.4
Michael Coyne,0.6,5.7
Michael Cram,0.84,5.55
Michael Craze,0.968,
Michael Crichton,2.503,6.2
Michael Crick,0.6,7.3
Michael Crider,1.094,3.7
Michael Cristofer,3.006,6.3
Michael Cudlitz,4.014,7.050000000000001
Michael Culkin,0.652,6.85
Michael Cumpsty,0.84,7.25
Michael D'Amico,1.22,6.65
Michael D'Ascenzo,0.6,7.1
Michael D. Coe,0.6,7.6
Michael D. Friedman,0.6,5.3
Michael D. Jones,0.6,3.5
Michael D. Kennedy,1.4,6.7
Michael D. Meloan,0.6,7.9
Michael Daingerfield,1.566,5.4
Michael Damian,2.268,4.9
Michael Daniel,0.6,5.2
Michael Dara,1.094,5.8
Michael Davidovich,0.6,9.6
Michael Davis,0.6,8.0
Michael De Mesa,2.3891999999999998,6.4
Michael DeLorenzo,3.861,5.566666666666666
Michael DeLuise,1.726,6.8
Michael Dean,0.6,6.9
Michael Degen,0.9380000000000001,5.433333333333334
Michael Delano,0.828,6.6
Michael Dell,0.6,6.4
Michael Dennis Johnson,0.6,4.3
Michael Des Barres,1.716,6.0
Michael Desante,0.6,6.1
Michael Diamond,0.6,6.35
Michael Dickson,1.473,5.9
Michael Dion,0.6,4.9
Michael Dionne,0.6,2.6
Michael Dixon,0.6,5.6
Michael Doherty,0.6,5.8
Michael Dorman,4.079999999999999,6.050000000000001
Michael Dorn,3.2290000000000014,5.2625
Michael Douglas,9.349,6.531249999999999
Michael Drake Krueger,0.6,7.6
Michael Dudikoff,2.909,3.75
Michael Duede,0.6,7.6
Michael Dunn,1.052,5.5
Michael E. Knight,0.6,6.85
Michael E. Rodgers,1.094,4.819999999999999
Michael E. Williamson,0.6,5.7
Michael Ealy,4.610999999999999,6.1
Michael Ebanointze,0.6,6.4
Michael Edwin,0.621,6.7
Michael Eisenburger,0.6,2.5
Michael Eisner,0.84,4.9
Michael Eklund,1.563,3.7750000000000004
Michael Eller,0.6,4.1
Michael Elphick,2.042,4.7
Michael Elwyn,0.6,5.1
Michael Emanuel,1.3999999999999997,5.6000000000000005
Michael Emerson,1.179,6.2
Michael Emina,0.6,7.1
Michael Endres,0.6,7.5
Michael Ensign,2.636,5.74
Michael Epp,1.763,8.0
Michael Esparza,0.7696666666666667,3.8666666666666667
Michael Esper,0.702,6.449999999999999
Michael Fabiano,0.6,7.9
Michael Facciolo,1.048,5.3
Michael Faillace,0.6,
Michael Fairman,0.9330000000000002,4.833333333333333
Michael Farr,0.6,7.6
Michael Fassbender,10.477000000000002,6.5625
Michael Feast,1.442,5.15
Michael Fegley,0.6,4.9
Michael Felsberg,0.6,5.0
Michael Finger,1.6986666666666668,6.233333333333333
Michael Fishman,0.6,7.3
Michael FitzGerald,1.788,5.8
Michael FitzGibbon,0.6,3.3
Michael Florie,0.6,4.2
Michael Flynn,1.048,5.849999999999999
Michael Forest,2.048,7.8
Michael Foret,1.4,3.9
Michael Franti,0.7919999999999999,7.56
Michael Frascino,0.6,2.1
Michael Fuith,1.467,6.3
Michael G. Kaiser,0.6,5.1
Michael Gabel,0.6,5.15
Michael Gahr,1.38,5.2
Michael Galante,1.011,4.9
Michael Gambon,3.9569999999999985,6.608695652173914
Michael Gandolfini,1.55,
Michael Garland,0.6,4.7
Michael Gaston,0.9410000000000001,6.5
Michael Geary,0.6,4.0
Michael Gelbart,1.38,4.2
Michael Gempart,0.6,5.8
Michael Gerber,0.98,6.8
Michael Gier,0.6,4.6
Michael Giese,0.6,6.4
Michael Gilio,1.008,6.933333333333333
Michael Gingold,0.98,4.933333333333334
Michael Ginsburg,0.84,6.5
Michael Ginthoer,0.6,7.5
Michael Gira,0.6,6.5
Michael Glauser,0.6,6.3
Michael Gleissner,0.6,3.0
Michael Glover,0.6,7.9
Michael Gnat,0.6,6.7
Michael Goetz,0.6,7.8
Michael Gomez,0.6,6.8
Michael Gordin Shore,0.98,6.5
Michael Gordon,0.6,5.2
Michael Gough,1.9743333333333333,6.0
Michael Grady,0.6,
Michael Granberry,0.98,7.5
Michael Grant Terry,1.4,5.7
Michael Gray,0.656,5.5
Michael Graziadei,1.166,5.1
Michael Greco,1.052,2.5
Michael Greengard,0.6,6.8
Michael Gregory,0.775,4.2
Michael Greyeyes,1.676,6.2
Michael Griffin,0.98,6.8
Michael Grimm,0.9608000000000001,5.359999999999999
Michael Gross,1.752,4.8
Michael Gtinsae,0.6,5.0
Michael Gwisdek,1.0519999999999998,6.4
Michael Günther,0.6,6.1
Michael H. Brugos,0.6,5.3
Michael H. Cole,0.84,4.8
Michael Habeck,0.6,4.4
Michael Haboush,1.614,3.9166666666666665
Michael Hagerty,0.6,3.6
Michael Hampton,0.6,3.9
Michael Haneke,3.001,5.9
Michael Hanemann,0.6,5.9
Michael Harding,1.4,6.519999999999999
Michael Harney,1.734,4.7
Michael Harris,0.728,4.1
Michael Hartson,0.6,4.3
Michael Hatrick,0.6,6.8
Michael Haughey,0.6,5.0
Michael Haysman,0.6,8.5
Michael Hearst,0.6,8.4
Michael Heinsohn,0.6,5.8
Michael Henry,0.6,7.0
Michael Herbig,1.553,5.283333333333334
Michael Herr,1.276,7.9
Michael Hexum,1.094,6.4
Michael Higgins,1.529,6.074999999999999
Michael Higgs,1.4,5.1
Michael Hitchcock,1.504,5.4
Michael Hjorth,0.648,4.6
Michael Hodgson,0.98,6.1
Michael Hogan,2.107,6.15
Michael Holding,0.6,8.5
Michael Hollis,0.6,3.0
Michael Holman,1.455,7.1
Michael Horse,1.844,7.1
Michael Houston King,0.828,4.4
Michael Howe,0.6,4.8
Michael Huang,0.6,7.6
Michael Hudson,0.6,7.0
Michael Hui,1.22,5.333333333333333
Michael Hurst,1.199,5.775
Michael Hyatt,2.4785,6.216666666666668
Michael Ian Black,0.6,5.4
Michael Imperioli,1.974,5.833333333333335
Michael Irby,3.3289999999999997,6.0600000000000005
Michael Ironside,6.086,5.1869565217391305
Michael Irving,0.84,5.5
Michael Israel,0.6,7.1
Michael Ivins,1.4,5.4
Michael J. Bazyler,0.6,6.8
Michael J. Burg,0.76,4.65
Michael J. Epstein,0.828,6.0
Michael J. Fox,3.914,7.2
Michael J. Mann,0.6,7.1
Michael J. Minor,0.6,5.1
Michael J. Pagan,1.96,5.7
Michael J. Panichelli Jr.,0.6,3.7
Michael J. Pollard,1.571,5.566666666666667
Michael J. Prosser,1.176,6.5
Michael J. Saul,0.6,5.0
Michael J. Walker,0.6,4.5
Michael Jace,0.996,2.7
Michael Jackson,4.777,6.2
Michael Jackson (II),0.608,6.199999999999999
Michael Jager,0.6,7.7
Michael Jai White,7.493,6.1899999999999995
Michael James Lazar,0.6,5.6
Michael James Reed,0.6,7.6
Michael Janibekyan,1.895,5.0
Michael Jayston,2.621,6.9
Michael Jenn,2.188,6.6000000000000005
Michael Jeter,1.171,5.300000000000001
Michael Jiang,0.6,5.7
Michael Jordan,2.894,7.5
Michael Joseph Thomas Ward,1.4,6.5
Michael Judd,0.6,5.7
Michael Kai Sui,0.6,6.5
Michael Kaliski,0.6,3.7
Michael Kallio,1.094,5.1
Michael Kanev,0.694,7.25
Michael Kater,0.6,7.7
Michael Kaycheck,1.4,6.5
Michael Kearney,0.6,5.2
Michael Keaton,13.842999999999998,6.218181818181818
Michael Kelber,0.6,8.1
Michael Kelly,3.07,6.453846153846153
Michael Kemmerling,0.741,7.0
Michael Kennealy,0.6,6.7
Michael Kenneth Williams,1.531,6.050000000000001
Michael Kessler,1.012,3.6500000000000004
Michael Kevin Walker,0.6,3.8
Michael Kho,0.6,3.9
Michael Kimmelman,0.6,7.1
Michael Kind,0.652,6.0200000000000005
Michael Kinney,0.6,5.35
Michael Kirby,1.62,5.7
Michael Kitchen,1.692,6.3
Michael Klammer,1.62,6.449999999999999
Michael Klare,0.6,7.5
Michael Klesic,1.788,6.4
Michael Knazko,0.6,4.9
Michael Knight,0.6,6.8
Michael Koch,0.6,5.1
Michael Kollwig,0.6,7.9
Michael Konze,0.6,5.6
Michael Kopsa,1.575,5.550000000000001
Michael Kosek,0.6,5.4
Michael Krabbe,1.38,5.2
Michael Kremko,0.836,4.6
Michael Krohn,0.6,7.3
Michael Krug,0.98,4.2
Michael König,1.176,7.1
Michael Laakasuo,0.6,6.9
Michael Lampe,0.6,2.3
Michael Landes,2.581,5.760000000000001
Michael Lassig,0.6,4.8
Michael Latshaw,0.6,6.4
Michael Laurence,0.6,5.5
Michael Lawrence,0.6012500000000001,6.625
Michael Lazar,1.4,2.7
Michael LeBlanc,0.6,6.7
Michael Learned,1.369,5.699999999999999
Michael Lee Bailey,0.6,3.7
Michael Lees,0.6,9.7
Michael Legge,1.38,6.8
Michael Leisen,0.6,4.55
Michael Lenic,0.6,6.8
Michael Lerner,1.2249999999999999,5.7
Michael Lesch,0.6,6.7
Michael Leydon Campbell,0.84,5.15
Michael Lindgren Jensen,0.6,3.6
Michael Linstroth,0.6,6.0
Michael Little Boy,0.6,8.6
Michael Lonsdale,1.6329999999999993,6.075
Michael Lott,1.164,5.619999999999999
Michael Louis Johnson,0.6,6.3
Michael Lovato,0.6,8.4
Michael Lowe,0.6,6.4
Michael Lowry,0.611,4.4
Michael Lugenbuehl,0.6,4.1
Michael Lundbye Slebsager,0.6,3.0
Michael MacRae,0.84,5.9
Michael Madsen,4.2623461538461545,4.488461538461539
Michael Maguire,0.694,5.2
Michael Maloney,0.838,4.7
Michael Man-Kin Chow,0.6,4.3
Michael Mandell,0.6,4.8
Michael Mann,2.291,6.4
Michael Mansson,0.6,4.6
Michael Mantell,1.7860000000000003,5.1000000000000005
Michael Marks,0.6,3.8
Michael Marquez,0.6,
Michael Marwitz,0.6,7.4
Michael Massee,2.185,4.7
Michael Mastro,0.608,5.8
Michael Masucci,0.6,5.4
Michael Maxwell,0.6,4.9
Michael McConnohie,1.4,5.15
Michael McCoy,0.6,2.5
Michael McCulley,0.6,6.2
Michael McDonald,1.992,6.466666666666666
Michael McElhatton,1.153,6.639999999999999
Michael McGlone,0.84,5.199999999999999
Michael McGrady,1.917,4.7
Michael McHale,0.6,7.0
Michael McHugh,0.6,
Michael McKean,2.811,6.113333333333334
Michael McKell,1.415,5.2
Michael McLafferty,1.538,3.3
Michael McMillian,1.723,5.85
Michael Medeiros,1.562,5.3
Michael Medico,1.306,5.6
Michael Melik Brown,0.6,5.2
Michael Mendl,1.172,6.6000000000000005
Michael Menzel,0.6,6.3
Michael Meyer,1.528,4.7
Michael Milhoan,2.7679999999999993,5.466666666666666
Michael Mili,0.6,7.1
Michael Mittermeier,1.012,7.1
Michael Miu,2.926,5.72
Michael Moerman,0.6,5.0
Michael Molina,0.6,4.2
Michael Monks,0.972,5.6
Michael Monteiro,0.98,3.7
Michael Moon,0.6,3.4
Michael Moore,1.558,6.561538461538461
Michael Moreland,0.62,6.3
Michael Moriarty,1.078,4.9625
Michael Morlan,0.6,3.8
Michael Morris,0.6,4.1
Michael Morrison,0.6,4.9
Michael Moseley,0.6,
Michael Moshonov,0.608,6.65
Michael Mosley,1.013,4.5
Michael Muhney,0.78075,5.625
Michael Munteanu,0.6,6.2
Michael Murphy,2.487,6.08
Michael Murray,0.732,3.1
Michael Musto,0.6,6.949999999999999
Michael Müller,0.618,5.8
Michael Nack,0.6,6.7
Michael Nelson Rockefeller,0.6,6.7
Michael Neuenschwander,0.6,6.75
Michael Nosé,0.6,6.9
Michael Nouri,3.524999999999999,6.183333333333334
Michael Nyqvist,2.8370000000000015,5.778947368421052
Michael O'Hagan,0.856,5.4
Michael O'Keefe,1.9350000000000003,6.342857142857143
Michael O'Neal,0.98,6.3
Michael Ochotorena,0.6,6.9
Michael Ojake,0.6,6.1
Michael Olenick,0.6,7.3
Michael Ontkean,1.284,5.5
Michael Orefice,0.6,6.1
Michael Orick,0.6,6.7
Michael Ormond Robinson,0.6,6.3
Michael Osborne,0.6,5.7
Michael Ostrowski,1.094,6.483333333333333
Michael Owusu,0.6,4.7
Michael P. Northey,0.982,5.3
Michael Pacifico,0.6,4.8
Michael Palin,4.158,8.6
Michael Palmer,0.98,6.9
Michael Panes,1.566,5.300000000000001
Michael Papajohn,2.481,5.44
Michael Parducci,1.094,5.699999999999999
Michael Parkinson,0.646,7.3
Michael Parks,2.2540000000000004,5.791666666666667
Michael Paré,1.7480000000000002,3.682352941176471
Michael Pas,1.0046,6.18
Michael Patric,6.629,6.9
Michael Patrick McGill,1.03,6.199999999999999
Michael Paul Chan,2.898,5.074999999999999
Michael Pemberton,0.755,3.4
Michael Pennington,0.84,6.1
Michael Perez,0.6,7.0
Michael Peschard,0.6,6.4
Michael Peter Paredes,0.6,2.9
Michael Peña,5.351,6.3611111111111125
Michael Phelps,0.828,2.4
Michael Phenicie,0.6,4.15
Michael Philpott,0.98,6.6
Michael Picarella,0.6,6.5
Michael Piccirilli,0.6,6.0
Michael Pink,0.6,6.6
Michael Pitt,3.6689999999999987,6.50625
Michael Placencia,1.4,5.5
Michael Poghosian,1.4,5.65
Michael Pogorzelski,0.6,7.1
Michael Poirer,0.6,3.7
Michael Porter,1.4,3.2
Michael Portugal,0.6,7.1
Michael Potts,2.06,7.1
Michael Power,1.094,6.9
Michael Powers,0.656,5.6
Michael Praed,1.214,6.2
Michael Prelle,0.6,8.6
Michael Pressman,1.4,5.8
Michael Purvis,0.6,5.2
Michael Putschli,0.6,8.6
Michael Puttonen,1.788,6.4
Michael Q. Schmidt,0.98,7.0
Michael Quinlan,1.008,4.0
Michael R. Thayer,0.6,4.0
Michael R. Thomas,0.6,4.5
Michael Rady,3.5909999999999997,6.166666666666667
Michael Raimondi,0.6,7.1
Michael Ralph,0.6,6.45
Michael Rapaport,4.760000000000002,5.817391304347827
Michael Rasmussen,0.98,6.2
Michael Rawley,0.728,5.3
Michael Ray Escamilla,1.094,
Michael Raye,0.6,4.5
Michael Raymond-James,1.96,6.9
Michael Raynor,1.614,6.7
Michael Raysses,0.702,6.5
Michael Reardon,1.4,7.9
Michael Reed,1.048,4.9
Michael Reich,0.6,6.9
Michael Reilly Burke,1.715,6.166666666666667
Michael Reisz,1.4,6.1
Michael Rewiri-Thorsen,0.6,7.2
Michael Riley,1.6320000000000001,6.3
Michael Risley,0.6,5.85
Michael Rispoli,1.9015,6.250000000000001
Michael Rissi,1.4,4.3
Michael Rivera,0.694,6.1
Michael Robert Brandon,0.8666666666666666,4.5
Michael Robert Nyman,0.6,2.4
Michael Robinson,0.6,5.9
Michael Rodgers,0.6,6.1
Michael Rodrick,0.694,4.0
Michael Rogers,0.6,4.8
Michael Roll,1.591,6.2
Michael Roof,1.4,4.5
Michael Rooker,8.575000000000001,5.531249999999999
Michael Rose,1.6656,5.68
Michael Rosen,0.6,7.0
Michael Rosenbaum,2.597,5.616666666666667
Michael Rotschopf,0.75,6.2
Michael Rozman,0.6,3.6
Michael Rubbo,0.6,7.1
Michael Rubenfield,0.6,6.1
Michael Rudder,0.648,5.199999999999999
Michael Ruhoff,0.6,7.2
Michael Rumaker,0.6,8.7
Michael Ruppert,0.6,7.5
Michael Ryan Segal,0.6,5.7
Michael Santoro,0.98,5.5
Michael Saquella,0.6,3.8
Michael Schech,0.648,4.6
Michael Schenk,1.4,7.35
Michael Scherer,1.4,5.3
Michael Schermi,1.22,6.3
Michael Schernthaner,1.4,5.0
Michael Schiller,0.6,3.5999999999999996
Michael Scholey,0.6,7.4
Michael Schudrich,0.6,7.8
Michael Schumacher,1.2675,6.0
Michael Schuster,0.6,3.6
Michael Schwab,0.6,
Michael Schweighöfer,1.38,4.3
Michael Schönborn,0.703,6.233333333333333
Michael Schütz,0.6,7.1
Michael Segal,1.4,3.3
Michael Segerström,1.094,6.5
Michael Seidman,0.6,
Michael Shamus Wiles,1.4,5.660000000000001
Michael Shanks,1.18,3.9
Michael Shannon,6.132000000000002,6.1866666666666665
Michael Shaowanasai,0.6,6.066666666666666
Michael Sheard,1.729,5.25
Michael Sheen,7.679,6.699999999999999
Michael Shelton,0.6,4.8
Michael Showalter,0.84,6.4
Michael Shulman,0.84,5.5
Michael Sideris,1.03,6.1000000000000005
Michael Sidney,0.6,7.2
Michael Sigler,0.6,5.45
Michael Silva,0.6,3.8
Michael Silverman,0.6,5.2
Michael Sinelnikoff,1.4,5.75
Michael Sirow,3.564,6.3999999999999995
Michael Sittner,0.6,7.2
Michael Smiley,2.746,6.5
Michael Socha,2.07,5.8
Michael Soldier,0.6,3.6
Michael Sonye,1.38,3.9
Michael Sorich,0.703,6.199999999999999
Michael Sorvino,0.6,3.5
Michael Sottile,1.214,4.8
Michael Souda,0.98,6.2
Michael Spears,2.268,5.8
Michael Specht,0.608,6.8
Michael St. John Smith,1.723,6.050000000000001
Michael Stahl-David,1.346,6.6
Michael Stasko,0.98,5.2
Michael Stein,0.6,5.2
Michael Steinocher,1.06,5.5
Michael Stipe,0.652,6.1
Michael Stoyanov,1.42,7.0
Michael Strahan,1.214,7.2
Michael Strassner,0.6,6.7
Michael Strusievici,1.4,4.8
Michael Stuart,1.4,
Michael Stuhlbarg,3.7899999999999996,6.966666666666666
Michael Sun Lee,1.38,5.3
Michael Swan,1.094,5.1
Michael Swanner,0.6,5.4
Michael T. Ringer,0.6,6.3
Michael T. Weiss,3.1059999999999994,5.142857142857143
Michael Taber,1.22,6.2
Michael Taliferro,1.688,4.9399999999999995
Michael Tan An-Ye,0.6,6.3
Michael Tayles,1.097,5.2
Michael Teh,0.828,5.9
Michael Teigen,2.384,5.566666666666666
Michael Tezla,0.6,8.2
Michael Thangadurai,0.98,5.1
Michael Thomas,1.094,7.1
Michael Thorman,0.6,6.6
Michael Tierney,1.164,4.233333333333333
Michael Tilson Thomas,1.4,8.25
Michael Todd,0.996,3.6
Michael Tolan,1.4,5.7
Michael Toland,0.6,3.6
Michael Tong,1.473,4.233333333333333
Michael Tow,0.84,6.4
Michael Traynor,0.928,4.7
Michael Treetop Jr.,0.6,4.2
Michael Trucco,3.5,4.8
Michael Tse,2.0622857142857143,4.971428571428571
Michael Tubman,0.6,5.8
Michael Tula,0.6,7.1
Michael Tully,0.735,6.4
Michael Twaine,0.6,4.3
Michael Twigg,0.6,2.0
Michael Urie,1.1199999999999999,6.0
Michael V.,0.6,6.0
Michael Vaccaro,0.6,7.3
Michael Van Wagenen,0.6,5.7
Michael Vartan,2.533,5.714285714285714
Michael Vatter,0.6,6.9
Michael Viktořík,0.6,4.3
Michael Villani,2.084,6.7
Michael Villar,0.6,3.5
Michael Vincent Carrera,0.6,7.8
Michael Vitovich,0.6,4.3
Michael W. Dean,0.6,6.8
Michael W. Smith,0.6,6.6
Michael Waite,1.4,3.85
Michael Waltrip,0.98,7.4
Michael Warren,1.586,5.0
Michael Wawrzynek,0.6,
Michael Weatherly,3.139,5.733333333333333
Michael Wehrhahn,0.6,4.0
Michael Weingartner,0.6,5.7
Michael Welch,6.072000000000001,6.255555555555555
Michael Wesley-Smith,1.4,6.7
Michael Weston,1.553,5.583333333333333
Michael Wexler,0.828,6.0
Michael Whaley,1.095,5.0
Michael Whalley,1.215,7.1
Michael Wiesner,0.6,6.7
Michael Wildman,1.033,5.7
Michael Wincott,1.954,7.0249999999999995
Michael Winslow,2.552,4.775
Michael Winters,1.4,7.4
Michael Wiseman,0.6,6.166666666666667
Michael Wittenborn,0.6,7.1
Michael Wollner,0.6,3.5
Michael Wong,2.039533333333333,5.306666666666667
Michael Woods,1.4,6.7
Michael Worth,0.833,4.9799999999999995
Michael Wray,0.6,5.6
Michael Wright,1.025,5.25
Michael Wunder,0.6,7.0
Michael X. Sommers,0.631,6.35
Michael Xavier,1.651,5.5
Michael Yama,0.828,5.2
Michael Yo,1.22,2.1
Michael York,3.841,5.279999999999999
Michael Zagst,0.98,6.1
Michael Zegen,1.672,6.1
Michael Zelniker,0.661,4.133333333333333
Michael von Au,0.738,6.5
Michael von der Brelie,0.6,4.2
Michael-Ann Connor,0.741,6.3
Michael-Joachim Heiss,0.6,6.6
Michaela Adelberger,0.6,4.4
Michaela Badinková,0.84,6.4
Michaela Boková,0.6,6.7
Michaela Břízová,0.6,4.5
Michaela Conlin,6.12,6.35
Michaela Eshet,0.6,6.9
Michaela Göczi,0.6,6.8
Michaela Kuklová,1.3999999999999997,4.166666666666667
Michaela Lange,0.6,5.8
Michaela May,0.6,5.0
Michaela Pavlátová,0.6,5.7
Michaela Preuss,0.6,6.5
Michaela Rajdlíková,0.6,
Michaela Rosen,1.826,5.72
Michaela Schaffrath,1.837,6.7
Michaela Stella Bagnoli,0.6,5.6
Michaela Thorsén,0.6,5.0
Michaelia Carroll,0.6,5.3
Michail Bekoev,0.6,3.5
Michail Marmarinos,0.6,4.0
Michail Tabakakis,0.6,5.6
Michail Voloshin,0.6,7.0
Michal Amdurski,0.6,2.4
Michal Bajor,0.98,5.7
Michal Bat-Sheva Rand,0.6,7.3
Michal Breitenwald,0.6,6.4
Michal Dlouhý,1.109,5.35
Michal Dočolomanský,1.22,5.2
Michal Gučík,1.4,4.4
Michal Hofbauer,1.079,7.6
Michal Isteník,0.6,5.5
Michal Levi,0.6,7.1
Michal Novotný,1.176,4.4
Michal Pavlík,0.6,7.3
Michal Roneš,0.6,5.6
Michal Rudnick,0.6,6.5
Michal Sieczkowski,0.6,6.7
Michal Sinnott,1.96,6.2
Michal Suchánek,0.647,5.25
Michal Yannai,0.8400000000000001,6.659999999999999
Michal Zebrowski,0.6,6.1000000000000005
Michal Zelenka,0.6,5.8
Michalis Evripiotis,0.828,6.6
Michalis Iatropoulos,0.9800000000000001,5.266666666666666
Michalis Koutsogiannakis,0.8400000000000001,5.78
Michalis Terlikkas,0.6,6.8
Michalis Tsourounakis,0.6,6.4
Michasha Armstrong,2.478,5.766666666666667
Michaël Abiteboul,1.428,5.9222222222222225
Michaël Assié,0.6,4.9
Michaël Balerdi,0.6,6.9
Michaël Cohen,1.1289999999999998,5.787499999999999
Michaël Goldberg,0.6,7.0
Michaël Youn,1.0795,4.45
Michał Anioł,0.6,2.4
Michał Czernecki,1.214,6.5
Michał Figurski,0.6,2.6
Michał Koterski,1.5279999999999998,6.3999999999999995
Michał Krzyszkowski,0.6,3.6
Michał Leszczyłowski,0.6,7.9
Michał Lupa,0.98,8.2
Michał Malinowski,0.6,4.1
Michał Milowicz,1.3999999999999997,6.0
Michał Naleśniak,0.6,5.8
Michał Rolnicki,0.6,8.2
Michał Tarkowski,0.6,6.7
Michał Ubysz,0.6,5.2
Michał Urbaniak,0.6,3.3
Michał Wiśniewski,0.6,5.25
Michea Carter,0.6,5.6
Micheal Lovecraft,0.6,6.1
Micheal Mi Lemus-Fletchall,0.714,3.6
Micheal Pupart,0.98,4.2
Michel Albertini,0.84,4.6
Michel Angély,0.6,6.3
Michel Auder,0.6,6.4
Michel Aumont,1.4000000000000001,6.1375
Michel Baudinat,0.98,5.6
Michel Bercovitch,2.27825,5.949999999999999
Michel Bertay,0.6,4.8
Michel Blanc,0.6,5.9
Michel Bompoil,0.6,6.1
Michel Bos,0.6,5.2
Michel Boujenah,0.706,5.266666666666667
Michel Bouquet,1.4000000000000001,6.371428571428572
Michel Brault,0.612,7.6
Michel Brown,0.6,3.8
Michel Bulteau,0.6,6.6
Michel Camilo,0.6,7.5
Michel Cassagne,0.6,6.9
Michel Charette,0.709,5.8999999999999995
Michel Choban,0.6,5.3
Michel Choquette,0.6,6.3
Michel Ciment,0.828,7.8
Michel Coffey,0.6,9.6
Michel Cordes,0.6,7.1
Michel Corral,0.6,6.7
Michel Courtemanche,0.61,5.9
Michel Côté,1.4,6.6
Michel Derville,0.6,5.6
Michel Dubois,0.6,6.3
Michel Duchaussov,0.6,5.4
Michel Duchaussoy,1.7079999999999993,6.193333333333333
Michel El Hourany,0.6,6.5
Michel Elias,2.38,6.22
Michel Fau,0.61,5.866666666666667
Michel Favory,0.6,5.6
Michel Forget,0.6,6.35
Michel Fossiez,0.6,6.4
Michel Galabru,1.09,5.4
Michel Garcia,0.6,5.6
Michel Gelobter,0.6,7.15
Michel Godard,0.6,7.5
Michel Gomes,5.851,6.3
Michel Gondoin,0.732,7.4
Michel Gregory Dagenais,0.694,6.449999999999999
Michel Guillou,0.698,7.6
Michel Houellebecq,0.6,3.5
Michel Jeanningros,0.6,7.9
Michel Joelsas,0.728,7.4
Michel Jonasz,2.051,6.133333333333333
Michel Khleifi,0.6,7.9
Michel Lagueyrie,0.6,6.25
Michel Lalonde,0.6,
Michel Laperrière,0.98,6.45
Michel Leeb,0.728,5.0
Michel Legrand,0.98,7.5
Michel Maillot,0.6,7.2
Michel Melamed,1.214,4.9
Michel Moinot,0.98,7.1
Michel Mongeau,0.6,7.6
Michel Mpambara,0.6,6.3
Michel Muller,1.6880000000000002,5.281818181818182
Michel Ndaot,0.6,5.2
Michel Noher,1.96,
Michel Perron,1.094,4.68
Michel Piccoli,1.3760000000000001,6.45625
Michel Platini,0.98,7.0
Michel Pruis,0.6,6.5
Michel Puterflam,0.6,5.8
Michel Qissi,1.303,3.8
Michel Raskine,0.6,6.7
Michel Robin,1.566,6.82
Michel Rochat,0.6,6.0
Michel Schopfer,0.6,
Michel Scotto di Carlo,0.6,5.0
Michel Scourneau,0.694,6.5
Michel Serrault,2.0369999999999995,5.619999999999999
Michel Spinosa,0.6,6.0
Michel Subor,1.96,6.3500000000000005
Michel Such,1.932,5.8
Michel Tugot-Doris,0.98,5.9
Michel Turquin,0.6,6.9
Michel Vivier,0.6,
Michel Voïta,0.6,6.25
Michel Vuillermoz,0.5999999999999999,5.92
Michel Winogradoff,1.62,6.3999999999999995
Michel de Gavre,0.6,7.0
Michel de Warzee,0.6,4.5
Michel van Dousselaere,0.648,6.65
Michela Andreozzi,1.201,6.6
Michela Bianchini,0.6,6.6
Michela Cescon,1.22,6.38
Michela Mioni,1.614,7.0
Michela Noonan,2.489,5.85
Michela Quattrociocche,1.4,4.95
Michelangelo Pulci,0.6,6.1
Michelangelo Tommaso,0.828,6.7
Michele Abascal,0.6,8.2
Michele Alhaique,1.4,5.5
Michele Annunziata,0.6,8.2
Michele Ashton,0.6,3.65
Michele Austin,1.4,8.8
Michele Bartoli,0.6,6.8
Michele Burgers,1.4,6.550000000000001
Michele Carboni,0.6,6.2
Michele Castellano,0.6,5.3
Michele Chiadò,1.4,7.3
Michele Coppini,0.6,3.8
Michele Di Mauro,1.952,6.4
Michele Di Virgilio,0.6,4.3
Michele Frantz,0.6,6.2
Michele Gammino,1.96,5.4
Michele Gente,0.6,
Michele Greene,2.409,4.775
Michele Harris,0.6,5.5
Michele Hicks,2.379,6.0
Michele Kelly,0.6,5.0
Michele Lastella,0.6,5.7
Michele Massimo Tarantini,0.921,
Michele Melega,1.21,6.175
Michele Mirabella,0.84,4.8
Michele Moraes,0.6,7.1
Michele Morgan,0.6,5.0
Michele Morrone,3.984,3.2
Michele Morrow,0.6,3.25
Michele Mulroney,1.62,7.6
Michele Nani,0.6,5.55
Michele Nordin,0.645,4.8
Michele Oliveri,1.4,5.5
Michele Placido,1.4789999999999996,6.229411764705881
Michele Ranieri,1.4,7.4
Michele Raso,0.6,6.4
Michele Riondino,1.4,
Michele Santinello,0.6,6.7
Michele Santopietro,0.84,4.3
Michele Scarabelli,3.081,7.1
Michele Seidman,0.6,5.3
Michele Shay,1.22,5.7
Michele Soavi,1.14,5.8
Michele Specht,0.6,6.5
Michele Valley,1.4,6.5
Michele Venitucci,1.3999999999999997,6.5
